"SECONDS";"PID";"VALUE";"UNITS";
"42919.2978378";"Distance travelled (Week)";"32.410885";"km";
"42919.2978378";"Vehicle acceleration";"0.16672961201796194";"g";
"42919.2978378";"Vehicle speed";"43";"km/h";
"42919.3425026";"Fuel/Air commanded equivalence ratio";"14.63156736";"";
"42919.4313434";"Fuel economizer (based on fuel system status and throttle position)";"2";"";
"42919.4313434";"Throttle position";"22.352941176470587";"%";
"42919.483632";"Average fuel consumption";"26.212048233390323";"L/100km";
"42919.483632";"Average fuel consumption (Today)";"55.68477130977131";"L/100km";
"42919.483632";"Average fuel consumption (total)";"6.431695676510375";"L/100km";
"42919.483632";"Average fuel consumption (Week)";"6.529614973488073";"L/100km";
"42919.483632";"Calculated instant fuel rate";"1.8874559147820777";"L/h";
"42919.483632";"Fuel used";"0.01210331181657907";"L";
"42919.483632";"Fuel used (Today)";"0.025713";"L";
"42919.483632";"Fuel used (total)";"2.667642";"L";
"42919.483632";"Fuel used (Week)";"2.116306";"L";
"42919.483632";"Fuel used price";"0.019970464497355466";"€";
"42919.483632";"Fuel used price (Today)";"0.04242645";"€";
"42919.483632";"Fuel used price (total)";"4.4016093000000005";"€";
"42919.483632";"Fuel used price (Week)";"3.4919048999999993";"€";
"42919.483632";"Instant engine power (based on fuel consumption)";"7.384101069910086";"hp";
"42919.483632";"MAF air flow rate";"5.6000000000000005";"g/sec";
"42919.483632";"Power from MAF";"6.720000000000001";"hp";
"42919.5328014";"Average speed";"8.859450209664589";"km/h";
"42919.5328014";"Calculated instant fuel consumption";"4.38943235995832";"L/100km";
"42919.5328014";"Distance travelled";"0.04898052180555556";"km";
"42919.5328014";"Distance travelled (Today)";"0.048982";"km";
"42919.5328014";"Distance travelled (total)";"41.47930200000001";"km";
"42919.5328014";"Distance travelled (Week)";"32.413691";"km";
"42919.5328014";"Vehicle acceleration";"0.09703382236554822";"g";
"42919.5328014";"Vehicle speed";"43";"km/h";
"42919.5864147";"Fuel/Air commanded equivalence ratio";"14.63156736";"";
"42919.6823697";"Fuel economizer (based on fuel system status and throttle position)";"2";"";
"42919.6823697";"Throttle position";"24.705882352941178";"%";
"42919.7336933";"Average fuel consumption";"25.135393522409565";"L/100km";
"42919.7336933";"Average fuel consumption (Today)";"52.91943979421012";"L/100km";
"42919.7336933";"Average fuel consumption (total)";"6.431762038811548";"L/100km";
"42919.7336933";"Average fuel consumption (Week)";"6.5296914195918";"L/100km";
"42919.7336933";"Calculated instant fuel rate";"2.9963362647165486";"L/h";
"42919.7336933";"Fuel used";"0.012311446905156016";"L";
"42919.7336933";"Fuel used (Today)";"0.025921";"L";
"42919.7336933";"Fuel used (total)";"2.6678499999999996";"L";
"42919.7336933";"Fuel used (Week)";"2.1165139999999996";"L";
"42919.7336933";"Fuel used price";"0.020313887393507427";"€";
"42919.7336933";"Fuel used price (Today)";"0.04276964999999999";"€";
"42919.7336933";"Fuel used price (total)";"4.4019525";"€";
"42919.7336933";"Fuel used price (Week)";"3.4922480999999994";"€";
"42919.7336933";"Instant engine power (based on fuel consumption)";"11.72226044848226";"hp";
"42919.7336933";"MAF air flow rate";"8.89";"g/sec";
"42919.7336933";"Power from MAF";"10.668000000000001";"hp";
"42919.7824613";"Average speed";"9.28238387205187";"km/h";
"42919.7824613";"Calculated instant fuel consumption";"6.9682238714338345";"L/100km";
"42919.7824613";"Distance travelled";"0.05196247266666667";"km";
"42919.7824613";"Distance travelled (Today)";"0.051964";"km";
"42919.7824613";"Distance travelled (total)";"41.48228400000001";"km";
"42919.7824613";"Distance travelled (Week)";"32.416672999999996";"km";
"42919.7824613";"Vehicle acceleration";"0.0947049344097193";"g";
"42919.7824613";"Vehicle speed";"43";"km/h";
"42919.8224267";"Fuel/Air commanded equivalence ratio";"14.63156736";"";
"42919.9180762";"Fuel economizer (based on fuel system status and throttle position)";"2";"";
"42919.9180762";"Throttle position";"24.705882352941178";"%";
"42919.9618251";"Average fuel consumption";"24.041516812812574";"L/100km";
"42919.9618251";"Average fuel consumption (Today)";"50.23092910476483";"L/100km";
"42919.9618251";"Average fuel consumption (total)";"6.431736015307159";"L/100km";
"42919.9618251";"Average fuel consumption (Week)";"6.529649109888605";"L/100km";
"42919.9618251";"Calculated instant fuel rate";"2.8581475280985744";"L/h";
"42919.9618251";"Fuel used";"0.012492566602509806";"L";
"42919.9618251";"Fuel used (Today)";"0.026102";"L";
"42919.9618251";"Fuel used (total)";"2.6680309999999996";"L";
"42919.9618251";"Fuel used (Week)";"2.1166949999999995";"L";
"42919.9618251";"Fuel used price";"0.02061273489414118";"€";
"42919.9618251";"Fuel used price (Today)";"0.04306829999999999";"€";
"42919.9618251";"Fuel used price (total)";"4.402251150000001";"€";
"42919.9618251";"Fuel used price (Week)";"3.4925467499999994";"€";
"42919.9618251";"Instant engine power (based on fuel consumption)";"11.1816387630067";"hp";
"42919.9618251";"MAF air flow rate";"8.48";"g/sec";
"42919.9618251";"Power from MAF";"10.176";"hp";
"42920.0095651";"Average speed";"9.658133650109878";"km/h";
"42920.0095651";"Calculated instant fuel consumption";"6.646854716508313";"L/100km";
"42920.0095651";"Distance travelled";"0.05467520888888889";"km";
"42920.0095651";"Distance travelled (Today)";"0.054677";"km";
"42920.0095651";"Distance travelled (total)";"41.48499700000001";"km";
"42920.0095651";"Distance travelled (Week)";"32.419385999999996";"km";
"42920.0095651";"Vehicle acceleration";"0";"g";
"42920.0095651";"Vehicle speed";"43";"km/h";
"42920.05725";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"42920.1343491";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"42920.1343491";"Throttle position";"25.098039215686274";"%";
"42920.1749746";"Average fuel consumption";"23.17417460974753";"L/100km";
"42920.1749746";"Average fuel consumption (Today)";"48.06408544726301";"L/100km";
"42920.1749746";"Average fuel consumption (total)";"6.43174446897031";"L/100km";
"42920.1749746";"Average fuel consumption (Week)";"6.529651733687985";"L/100km";
"42920.1749746";"Calculated instant fuel rate";"3.004705405381519";"L/h";
"42920.1749746";"Fuel used";"0.012670528376155314";"L";
"42920.1749746";"Fuel used (Today)";"0.026279999999999998";"L";
"42920.1749746";"Fuel used (total)";"2.6682089999999996";"L";
"42920.1749746";"Fuel used (Week)";"2.1168729999999996";"L";
"42920.1749746";"Fuel used price";"0.020906371820656265";"€";
"42920.1749746";"Fuel used price (Today)";"0.043362";"€";
"42920.1749746";"Fuel used price (total)";"4.40254485";"€";
"42920.1749746";"Fuel used price (Week)";"3.4928404499999997";"€";
"42920.1749746";"Instant engine power (based on fuel consumption)";"11.755002183033222";"hp";
"42920.1749746";"MAF air flow rate";"8.92";"g/sec";
"42920.1749746";"Power from MAF";"10.703999999999999";"hp";
"42920.2259201";"Average speed";"10.008422952360926";"km/h";
"42920.2259201";"Calculated instant fuel consumption";"6.9876869892593465";"L/100km";
"42920.2259201";"Distance travelled";"0.057259786";"km";
"42920.2259201";"Distance travelled (Today)";"0.057262";"km";
"42920.2259201";"Distance travelled (total)";"41.48758200000001";"km";
"42920.2259201";"Distance travelled (Week)";"32.421971";"km";
"42920.2259201";"Vehicle acceleration";"0";"g";
"42920.2259201";"Vehicle speed";"43";"km/h";
"42920.2649522";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"42920.3329496";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"42920.3329496";"Throttle position";"24.313725490196077";"%";
"42920.378862";"Average fuel consumption";"22.40390672678548";"L/100km";
"42920.378862";"Average fuel consumption (Today)";"46.17023505990011";"L/100km";
"42920.378862";"Average fuel consumption (total)";"6.431724557965318";"L/100km";
"42920.378862";"Average fuel consumption (Week)";"6.529618449168311";"L/100km";
"42920.378862";"Calculated instant fuel rate";"2.7891211610492124";"L/h";
"42920.378862";"Fuel used";"0.012828429047396969";"L";
"42920.378862";"Fuel used (Today)";"0.026438";"L";
"42920.378862";"Fuel used (total)";"2.6683669999999995";"L";
"42920.378862";"Fuel used (Week)";"2.1170309999999994";"L";
"42920.378862";"Fuel used price";"0.021166907928204998";"€";
"42920.378862";"Fuel used price (Today)";"0.0436227";"€";
"42920.378862";"Fuel used price (total)";"4.40280555";"€";
"42920.378862";"Fuel used price (Week)";"3.4931011499999993";"€";
"42920.378862";"Instant engine power (based on fuel consumption)";"10.911593954654158";"hp";
"42920.378862";"MAF air flow rate";"8.28";"g/sec";
"42920.378862";"Power from MAF";"9.935999999999998";"hp";
"42920.4210346";"Average speed";"10.31795118935456";"km/h";
"42920.4210346";"Calculated instant fuel consumption";"6.486328281509796";"L/100km";
"42920.4210346";"Distance travelled";"0.0595897195";"km";
"42920.4210346";"Distance travelled (Today)";"0.059592";"km";
"42920.4210346";"Distance travelled (total)";"41.48991200000001";"km";
"42920.4210346";"Distance travelled (Week)";"32.424301";"km";
"42920.4210346";"Vehicle acceleration";"0";"g";
"42920.4210346";"Vehicle speed";"43";"km/h";
"42920.4686394";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"42920.5646718";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"42920.5646718";"Throttle position";"23.92156862745098";"%";
"42920.6018678";"Average fuel consumption";"21.799307767893676";"L/100km";
"42920.6018678";"Average fuel consumption (Today)";"44.63686400859175";"L/100km";
"42920.6018678";"Average fuel consumption (total)";"6.431753820061125";"L/100km";
"42920.6018678";"Average fuel consumption (Week)";"6.529648858120332";"L/100km";
"42920.6018678";"Calculated instant fuel rate";"2.610590458711522";"L/h";
"42920.6018678";"Fuel used";"0.012990146351829551";"L";
"42920.6018678";"Fuel used (Today)";"0.0266";"L";
"42920.6018678";"Fuel used (total)";"2.6685289999999995";"L";
"42920.6018678";"Fuel used (Week)";"2.1171929999999994";"L";
"42920.6018678";"Fuel used price";"0.02143374148051876";"€";
"42920.6018678";"Fuel used price (Today)";"0.04389";"€";
"42920.6018678";"Fuel used price (total)";"4.40307285";"€";
"42920.6018678";"Fuel used price (Week)";"3.4933684499999993";"€";
"42920.6018678";"Instant engine power (based on fuel consumption)";"10.213146515527745";"hp";
"42920.6018678";"MAF air flow rate";"7.75";"g/sec";
"42920.6018678";"Power from MAF";"9.299999999999999";"hp";
"42920.6545516";"Average speed";"10.703167116854866";"km/h";
"42920.6545516";"Calculated instant fuel consumption";"5.801312130470049";"L/100km";
"42920.6545516";"Distance travelled";"0.06250876325";"km";
"42920.6545516";"Distance travelled (Today)";"0.062511";"km";
"42920.6545516";"Distance travelled (total)";"41.49283100000001";"km";
"42920.6545516";"Distance travelled (Week)";"32.42722";"km";
"42920.6545516";"Vehicle acceleration";"0.06495990234153047";"g";
"42920.6545516";"Vehicle speed";"45";"km/h";
"42920.692486";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"42920.7764429";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"42920.7764429";"Throttle position";"23.92156862745098";"%";
"42920.8123905";"Average fuel consumption";"21.016396929592034";"L/100km";
"42920.8123905";"Average fuel consumption (Today)";"42.78766937019085";"L/100km";
"42920.8123905";"Average fuel consumption (total)";"6.431655627450437";"L/100km";
"42920.8123905";"Average fuel consumption (Week)";"6.529514401789607";"L/100km";
"42920.8123905";"Calculated instant fuel rate";"2.5129038479984454";"L/h";
"42920.8123905";"Fuel used";"0.013137089800398953";"L";
"42920.8123905";"Fuel used (Today)";"0.026747";"L";
"42920.8123905";"Fuel used (total)";"2.6686759999999996";"L";
"42920.8123905";"Fuel used (Week)";"2.1173399999999996";"L";
"42920.8123905";"Fuel used price";"0.021676198170658273";"€";
"42920.8123905";"Fuel used price (Today)";"0.04413254999999999";"€";
"42920.8123905";"Fuel used price (total)";"4.4033154";"€";
"42920.8123905";"Fuel used price (Week)";"3.4936109999999996";"€";
"42920.8123905";"Instant engine power (based on fuel consumption)";"9.830977162043478";"hp";
"42920.8123905";"MAF air flow rate";"7.46";"g/sec";
"42920.8123905";"Power from MAF";"8.952";"hp";
"42920.8419548";"Average speed";"11.006175563484087";"km/h";
"42920.8419548";"Calculated instant fuel consumption";"5.584230773329879";"L/100km";
"42920.8419548";"Distance travelled";"0.06485135075000001";"km";
"42920.8419548";"Distance travelled (Today)";"0.064854";"km";
"42920.8419548";"Distance travelled (total)";"41.495174000000006";"km";
"42920.8419548";"Distance travelled (Week)";"32.429562999999995";"km";
"42920.8419548";"Vehicle acceleration";"0.06805814718874588";"g";
"42920.8419548";"Vehicle speed";"45";"km/h";
"42920.8778876";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"42920.9465649";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"42920.9465649";"Throttle position";"22.745098039215687";"%";
"42920.997505";"Average fuel consumption";"20.4102764463752";"L/100km";
"42920.997505";"Average fuel consumption (Today)";"41.394516914916586";"L/100km";
"42920.997505";"Average fuel consumption (total)";"6.431531049851722";"L/100km";
"42920.997505";"Average fuel consumption (Week)";"6.529347928616861";"L/100km";
"42920.997505";"Calculated instant fuel rate";"1.9301526875376802";"L/h";
"42920.997505";"Fuel used";"0.013236339967283418";"L";
"42920.997505";"Fuel used (Today)";"0.026846000000000002";"L";
"42920.997505";"Fuel used (total)";"2.6687749999999997";"L";
"42920.997505";"Fuel used (Week)";"2.1174389999999996";"L";
"42920.997505";"Fuel used price";"0.021839960946017638";"€";
"42920.997505";"Fuel used price (Today)";"0.0442959";"€";
"42920.997505";"Fuel used price (total)";"4.4034787500000006";"€";
"42920.997505";"Fuel used price (Week)";"3.4937743499999994";"€";
"42920.997505";"Instant engine power (based on fuel consumption)";"7.551139294706319";"hp";
"42920.997505";"MAF air flow rate";"5.73";"g/sec";
"42920.997505";"Power from MAF";"6.876";"hp";
"42921.0333392";"Average speed";"11.32801828246095";"km/h";
"42921.0333392";"Calculated instant fuel consumption";"4.106707845824851";"L/100km";
"42921.0333392";"Distance travelled";"0.06734995169444445";"km";
"42921.0333392";"Distance travelled (Today)";"0.067353";"km";
"42921.0333392";"Distance travelled (total)";"41.497673000000006";"km";
"42921.0333392";"Distance travelled (Week)";"32.432061999999995";"km";
"42921.0333392";"Vehicle acceleration";"0.14032588706657056";"g";
"42921.0333392";"Vehicle speed";"47";"km/h";
"42921.0729062";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"42921.1530776";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"42921.1530776";"Throttle position";"20.784313725490197";"%";
"42921.1945846";"Average fuel consumption";"19.758513171692037";"L/100km";
"42921.1945846";"Average fuel consumption (Today)";"39.964069900375634";"L/100km";
"42921.1945846";"Average fuel consumption (total)";"6.431314835412577";"L/100km";
"42921.1945846";"Average fuel consumption (Week)";"6.529063739456345";"L/100km";
"42921.1945846";"Calculated instant fuel rate";"1.2968739698115301";"L/h";
"42921.1945846";"Fuel used";"0.013307349076675032";"L";
"42921.1945846";"Fuel used (Today)";"0.026917";"L";
"42921.1945846";"Fuel used (total)";"2.668846";"L";
"42921.1945846";"Fuel used (Week)";"2.11751";"L";
"42921.1945846";"Fuel used price";"0.0219571259765138";"€";
"42921.1945846";"Fuel used price (Today)";"0.044413049999999996";"€";
"42921.1945846";"Fuel used price (total)";"4.4035959";"€";
"42921.1945846";"Fuel used price (Week)";"3.4938914999999997";"€";
"42921.1945846";"Instant engine power (based on fuel consumption)";"5.073627623842814";"hp";
"42921.1945846";"MAF air flow rate";"3.85";"g/sec";
"42921.1945846";"Power from MAF";"4.62";"hp";
"42921.2465707";"Average speed";"11.679935539608955";"km/h";
"42921.2465707";"Calculated instant fuel consumption";"2.7593063187479365";"L/100km";
"42921.2465707";"Distance travelled";"0.07013415075000001";"km";
"42921.2465707";"Distance travelled (Today)";"0.070137";"km";
"42921.2465707";"Distance travelled (total)";"41.50045700000001";"km";
"42921.2465707";"Distance travelled (Week)";"32.434846";"km";
"42921.2465707";"Vehicle acceleration";"0.13724633173763331";"g";
"42921.2465707";"Vehicle speed";"47";"km/h";
"42921.2857898";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"42921.3781435";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"42921.3781435";"Throttle position";"20.392156862745097";"%";
"42921.4142334";"Average fuel consumption";"19.07872913149892";"L/100km";
"42921.4142334";"Average fuel consumption (Today)";"38.48182842151788";"L/100km";
"42921.4142334";"Average fuel consumption (total)";"6.431059301346968";"L/100km";
"42921.4142334";"Average fuel consumption (Week)";"6.528728392914212";"L/100km";
"42921.4142334";"Calculated instant fuel rate";"1.2025558629161461";"L/h";
"42921.4142334";"Fuel used";"0.013380704650269621";"L";
"42921.4142334";"Fuel used (Today)";"0.02699";"L";
"42921.4142334";"Fuel used (total)";"2.668919";"L";
"42921.4142334";"Fuel used (Week)";"2.1175829999999998";"L";
"42921.4142334";"Fuel used price";"0.022078162672944875";"€";
"42921.4142334";"Fuel used price (Today)";"0.0445335";"€";
"42921.4142334";"Fuel used price (total)";"4.40371635";"€";
"42921.4142334";"Fuel used price (Week)";"3.4940119499999995";"€";
"42921.4142334";"Instant engine power (based on fuel consumption)";"4.7046365239269745";"hp";
"42921.4142334";"MAF air flow rate";"3.5700000000000003";"g/sec";
"42921.4142334";"Power from MAF";"4.284";"hp";
"42921.4584083";"Average speed";"12.022632139108085";"km/h";
"42921.4584083";"Calculated instant fuel consumption";"2.5586294955662683";"L/100km";
"42921.4584083";"Distance travelled";"0.07289924300000002";"km";
"42921.4584083";"Distance travelled (Today)";"0.072902";"km";
"42921.4584083";"Distance travelled (total)";"41.50322200000001";"km";
"42921.4584083";"Distance travelled (Week)";"32.437611";"km";
"42921.4584083";"Vehicle acceleration";"0.07047388013435232";"g";
"42921.4584083";"Vehicle speed";"47";"km/h";
"42921.5021743";"Fuel/Air commanded equivalence ratio";"14.640051240000002";"";
"42921.6017278";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"42921.6017278";"Throttle position";"20.784313725490197";"%";
"42921.64462";"Average fuel consumption";"18.468636874158435";"L/100km";
"42921.64462";"Average fuel consumption (Today)";"37.1361553866835";"L/100km";
"42921.64462";"Average fuel consumption (total)";"6.43083084007309";"L/100km";
"42921.64462";"Average fuel consumption (Week)";"6.528427756285751";"L/100km";
"42921.64462";"Calculated instant fuel rate";"1.2935054659938376";"L/h";
"42921.64462";"Fuel used";"0.013463496473680364";"L";
"42921.64462";"Fuel used (Today)";"0.027073";"L";
"42921.64462";"Fuel used (total)";"2.669002";"L";
"42921.64462";"Fuel used (Week)";"2.117666";"L";
"42921.64462";"Fuel used price";"0.0222147691815726";"€";
"42921.64462";"Fuel used price (Today)";"0.04467045";"€";
"42921.64462";"Fuel used price (total)";"4.403853300000001";"€";
"42921.64462";"Fuel used price (Week)";"3.4941488999999994";"€";
"42921.64462";"Instant engine power (based on fuel consumption)";"5.060449370274391";"hp";
"42921.64462";"MAF air flow rate";"3.84";"g/sec";
"42921.64462";"Power from MAF";"4.608";"hp";
"42921.6866535";"Average speed";"12.384631669433032";"km/h";
"42921.6866535";"Calculated instant fuel consumption";"2.7521392893485905";"L/100km";
"42921.6866535";"Distance travelled";"0.0758795456388889";"km";
"42921.6866535";"Distance travelled (Today)";"0.075882";"km";
"42921.6866535";"Distance travelled (total)";"41.50620200000001";"km";
"42921.6866535";"Distance travelled (Week)";"32.440591";"km";
"42921.6866535";"Vehicle acceleration";"0.0670664077352514";"g";
"42921.6866535";"Vehicle speed";"47";"km/h";
"42921.7292902";"Fuel/Air commanded equivalence ratio";"14.7172992";"";
"42921.8302244";"Fuel economizer (based on fuel system status and throttle position)";"2";"";
"42921.8302244";"Throttle position";"20.784313725490197";"%";
"42921.8746676";"Average fuel consumption";"17.850197568108847";"L/100km";
"42921.8746676";"Average fuel consumption (Today)";"35.784507524841196";"L/100km";
"42921.8746676";"Average fuel consumption (total)";"6.430564280489935";"L/100km";
"42921.8746676";"Average fuel consumption (Week)";"6.528077740630557";"L/100km";
"42921.8746676";"Calculated instant fuel rate";"1.2699620157823597";"L/h";
"42921.8746676";"Fuel used";"0.01354464881032499";"L";
"42921.8746676";"Fuel used (Today)";"0.027153999999999998";"L";
"42921.8746676";"Fuel used (total)";"2.6690829999999997";"L";
"42921.8746676";"Fuel used (Week)";"2.1177469999999996";"L";
"42921.8746676";"Fuel used price";"0.022348670537036232";"€";
"42921.8746676";"Fuel used price (Today)";"0.0448041";"€";
"42921.8746676";"Fuel used price (total)";"4.40398695";"€";
"42921.8746676";"Fuel used price (Week)";"3.4942825499999994";"€";
"42921.8746676";"Instant engine power (based on fuel consumption)";"4.968342733751429";"hp";
"42921.8746676";"MAF air flow rate";"3.79";"g/sec";
"42921.8746676";"Power from MAF";"4.548";"hp";
"42921.9165052";"Average speed";"12.741595523556319";"km/h";
"42921.9165052";"Calculated instant fuel consumption";"2.702046842090127";"L/100km";
"42921.9165052";"Distance travelled";"0.07888006611111113";"km";
"42921.9165052";"Distance travelled (Today)";"0.078883";"km";
"42921.9165052";"Distance travelled (total)";"41.50920300000001";"km";
"42921.9165052";"Distance travelled (Week)";"32.443591999999995";"km";
"42921.9165052";"Vehicle acceleration";"0";"g";
"42921.9165052";"Vehicle speed";"47";"km/h";
"42921.9530262";"Fuel/Air commanded equivalence ratio";"14.63156736";"";
"42922.0293305";"Fuel economizer (based on fuel system status and throttle position)";"2";"";
"42922.0293305";"Throttle position";"20.784313725490197";"%";
"42922.0779496";"Average fuel consumption";"17.264100141473268";"L/100km";
"42922.0779496";"Average fuel consumption (Today)";"34.515675113776105";"L/100km";
"42922.0779496";"Average fuel consumption (total)";"6.430275233181421";"L/100km";
"42922.0779496";"Average fuel consumption (Week)";"6.527698905842485";"L/100km";
"42922.0779496";"Average fuel consumption 10 sec";"84.92357761447009";"L/100km";
"42922.0779496";"Calculated instant fuel rate";"1.2976259414126783";"L/h";
"42922.0779496";"Fuel used";"0.013617933605082544";"L";
"42922.0779496";"Fuel used (Today)";"0.027227";"L";
"42922.0779496";"Fuel used (total)";"2.6691559999999996";"L";
"42922.0779496";"Fuel used (Week)";"2.1178199999999996";"L";
"42922.0779496";"Fuel used price";"0.022469590448386197";"€";
"42922.0779496";"Fuel used price (Today)";"0.044924549999999994";"€";
"42922.0779496";"Fuel used price (total)";"4.4041074";"€";
"42922.0779496";"Fuel used price (Week)";"3.4944029999999997";"€";
"42922.0779496";"Instant engine power (based on fuel consumption)";"5.076569485563183";"hp";
"42922.0779496";"MAF air flow rate";"3.85";"g/sec";
"42922.0779496";"Power from MAF";"4.62";"hp";
"42922.1175763";"Average speed";"13.047971519480452";"km/h";
"42922.1175763";"Calculated instant fuel consumption";"2.760906258324847";"L/100km";
"42922.1175763";"Distance travelled";"0.08150567672222224";"km";
"42922.1175763";"Distance travelled (Today)";"0.081509";"km";
"42922.1175763";"Distance travelled (total)";"41.511829000000006";"km";
"42922.1175763";"Distance travelled (Week)";"32.446217999999995";"km";
"42922.1175763";"Vehicle acceleration";"0";"g";
"42922.1175763";"Vehicle speed";"47";"km/h";
"42922.1578214";"Fuel/Air commanded equivalence ratio";"14.68872192";"";
"42922.2462242";"Fuel economizer (based on fuel system status and throttle position)";"2";"";
"42922.2462242";"Throttle position";"21.176470588235293";"%";
"42922.2863308";"Average fuel consumption";"16.812124734825765";"L/100km";
"42922.2863308";"Average fuel consumption (Today)";"33.507956176618535";"L/100km";
"42922.2863308";"Average fuel consumption (total)";"6.4300732208161655";"L/100km";
"42922.2863308";"Average fuel consumption (Week)";"6.527432565484211";"L/100km";
"42922.2863308";"Average fuel consumption 10 sec";"83.47439776596701";"L/100km";
"42922.2863308";"Calculated instant fuel rate";"1.4671586165821329";"L/h";
"42922.2863308";"Fuel used";"0.013702836036503852";"L";
"42922.2863308";"Fuel used (Today)";"0.027312";"L";
"42922.2863308";"Fuel used (total)";"2.6692409999999995";"L";
"42922.2863308";"Fuel used (Week)";"2.1179049999999995";"L";
"42922.2863308";"Fuel used price";"0.022609679460231354";"€";
"42922.2863308";"Fuel used price (Today)";"0.045064799999999995";"€";
"42922.2863308";"Fuel used price (total)";"4.40424765";"€";
"42922.2863308";"Fuel used price (Week)";"3.4945432499999995";"€";
"42922.2863308";"Instant engine power (based on fuel consumption)";"5.739814861679968";"hp";
"42922.2863308";"MAF air flow rate";"4.37";"g/sec";
"42922.2863308";"Power from MAF";"5.244";"hp";
"42922.3332336";"Average speed";"13.37041731333638";"km/h";
"42922.3332336";"Calculated instant fuel consumption";"3.1216140778343253";"L/100km";
"42922.3332336";"Distance travelled";"0.08432067383333335";"km";
"42922.3332336";"Distance travelled (Today)";"0.084324";"km";
"42922.3332336";"Distance travelled (total)";"41.51464400000001";"km";
"42922.3332336";"Distance travelled (Week)";"32.449033";"km";
"42922.3332336";"Vehicle acceleration";"0";"g";
"42922.3332336";"Vehicle speed";"47";"km/h";
"42922.370145";"Fuel/Air commanded equivalence ratio";"14.63156736";"";
"42922.4454208";"Fuel economizer (based on fuel system status and throttle position)";"2";"";
"42922.4454208";"Throttle position";"21.568627450980394";"%";
"42922.4856891";"Average fuel consumption";"16.357539076046358";"L/100km";
"42922.4856891";"Average fuel consumption (Today)";"32.4960865234097";"L/100km";
"42922.4856891";"Average fuel consumption (total)";"6.429854005251735";"L/100km";
"42922.4856891";"Average fuel consumption (Week)";"6.527143659411976";"L/100km";
"42922.4856891";"Average fuel consumption 10 sec";"63.1017171531764";"L/100km";
"42922.4856891";"Calculated instant fuel rate";"1.6245602695088597";"L/h";
"42922.4856891";"Fuel used";"0.013792787171473097";"L";
"42922.4856891";"Fuel used (Today)";"0.027402";"L";
"42922.4856891";"Fuel used (total)";"2.6693309999999997";"L";
"42922.4856891";"Fuel used (Week)";"2.1179949999999996";"L";
"42922.4856891";"Fuel used price";"0.022758098832930607";"€";
"42922.4856891";"Fuel used price (Today)";"0.0452133";"€";
"42922.4856891";"Fuel used price (total)";"4.40439615";"€";
"42922.4856891";"Fuel used price (Week)";"3.4946917499999994";"€";
"42922.4856891";"Instant engine power (based on fuel consumption)";"6.35560127802975";"hp";
"42922.4856891";"MAF air flow rate";"4.82";"g/sec";
"42922.4856891";"Power from MAF";"5.784";"hp";
"42922.5344579";"Average speed";"13.657224953097424";"km/h";
"42922.5344579";"Calculated instant fuel consumption";"3.5316527598018688";"L/100km";
"42922.5344579";"Distance travelled";"0.0868932033888889";"km";
"42922.5344579";"Distance travelled (Today)";"0.086897";"km";
"42922.5344579";"Distance travelled (total)";"41.51721700000001";"km";
"42922.5344579";"Distance travelled (Week)";"32.451606";"km";
"42922.5344579";"Vehicle acceleration";"-0.03341036017328762";"g";
"42922.5344579";"Vehicle speed";"46";"km/h";
"42922.5737876";"Fuel/Air commanded equivalence ratio";"14.63156736";"";
"42922.6535494";"Fuel economizer (based on fuel system status and throttle position)";"2";"";
"42922.6535494";"Throttle position";"20.784313725490197";"%";
"42922.6899949";"Average fuel consumption";"15.957375101414708";"L/100km";
"42922.6899949";"Average fuel consumption (Today)";"31.617892447380232";"L/100km";
"42922.6899949";"Average fuel consumption (total)";"6.429631350290167";"L/100km";
"42922.6899949";"Average fuel consumption (Week)";"6.526851090204903";"L/100km";
"42922.6899949";"Average fuel consumption 10 sec";"53.15263470136356";"L/100km";
"42922.6899949";"Calculated instant fuel rate";"1.2875145704406314";"L/h";
"42922.6899949";"Fuel used";"0.013865874402400198";"L";
"42922.6899949";"Fuel used (Today)";"0.027475";"L";
"42922.6899949";"Fuel used (total)";"2.6694039999999997";"L";
"42922.6899949";"Fuel used (Week)";"2.1180679999999996";"L";
"42922.6899949";"Fuel used price";"0.022878692763960325";"€";
"42922.6899949";"Fuel used price (Today)";"0.04533374999999999";"€";
"42922.6899949";"Fuel used price (total)";"4.4045166";"€";
"42922.6899949";"Fuel used price (Week)";"3.4948121999999997";"€";
"42922.6899949";"Instant engine power (based on fuel consumption)";"5.0370118012600935";"hp";
